parcel_id,slr_m,scenario,cliff_dist_m,cliff_exposed_10m,cliff_exposed_25m,cliff_exposed_50m,cliff_exposed_100m,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,full_address,annual_rental_income,monthly_rental_income,rentalval,rentalval_note,elevation,distance_to_coast_meters,distance_to_coast_km,median_ageE,whiteE,blackE,asianE,hispanicE,median_incomeE,educationE,unemploymentE,hazard_type,property_id
28,1.5,LetItGo,19.86403703072908,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6597 Del Playa Dr,Goleta,CA,93117,1537500,5,4,NA,2443,7405,1997,NA,629,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6597-Del-Playa-Dr-93117/home/21524325,NA,NA,Y,Y,34.4093047,-119.8584297,"6597 Del Playa Dr, Goleta, CA",76875,6406.25,6406.25,baseline_5pct,14.41,42.203354885420595,0.04220335488542059,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
28,1.75,LetItGo,22.507464497054016,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6597 Del Playa Dr,Goleta,CA,93117,1537500,5,4,NA,2443,7405,1997,NA,629,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6597-Del-Playa-Dr-93117/home/21524325,NA,NA,Y,Y,34.4093047,-119.8584297,"6597 Del Playa Dr, Goleta, CA",76875,6406.25,6406.25,baseline_5pct,14.41,42.203354885420595,0.04220335488542059,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
28,2,LetItGo,26.47198958258085,FALSE,FALSE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6597 Del Playa Dr,Goleta,CA,93117,1537500,5,4,NA,2443,7405,1997,NA,629,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6597-Del-Playa-Dr-93117/home/21524325,NA,NA,Y,Y,34.4093047,-119.8584297,"6597 Del Playa Dr, Goleta, CA",76875,6406.25,6406.25,baseline_5pct,14.41,42.203354885420595,0.04220335488542059,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
28,5,LetItGo,66.43974017824365,FALSE,FALSE,FALSE,TRUE,PAST SALE,NA,Single Family Residential,6597 Del Playa Dr,Goleta,CA,93117,1537500,5,4,NA,2443,7405,1997,NA,629,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6597-Del-Playa-Dr-93117/home/21524325,NA,NA,Y,Y,34.4093047,-119.8584297,"6597 Del Playa Dr, Goleta, CA",76875,6406.25,6406.25,baseline_5pct,14.41,42.203354885420595,0.04220335488542059,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,0.25,LetItGo,24.471321866277005,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,0.5,LetItGo,17.29231815205608,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,0.75,LetItGo,10.94748021790201,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,1,LetItGo,5.135056102810262,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,1.25,LetItGo,2.6793513096771013,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,1.5,LetItGo,0.9607663997106541,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,1.75,LetItGo,3.6161470440606718,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,2,LetItGo,7.598274027898356,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
29,5,LetItGo,48.237218030609206,FALSE,FALSE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15,9641.345833333336,9641.345833333336,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
30,0.25,LetItGo,15.827527259112982,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,0.5,LetItGo,8.645535905194137,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,0.75,LetItGo,2.3012251515649846,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,1,LetItGo,3.4466406746234193,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,1.25,LetItGo,5.845883333156075,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,1.5,LetItGo,9.442751826830586,TRUE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,1.75,LetItGo,12.113927242537923,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,2,LetItGo,16.119055926295054,FALSE,TRUE,TRUE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
30,5,LetItGo,56.45268937234157,FALSE,FALSE,FALSE,TRUE,PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,0.25,LetItGo,2.4085183512379844,TRUE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,0.5,LetItGo,4.3566934906774355,TRUE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,0.75,LetItGo,10.300693129676624,FALSE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,1,LetItGo,14.94664369659699,FALSE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,1.25,LetItGo,17.27488736912475,FALSE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,1.5,LetItGo,20.769655923354268,FALSE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,1.75,LetItGo,23.121203852197116,FALSE,TRUE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,2,LetItGo,26.611377611581275,FALSE,FALSE,TRUE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
31,5,LetItGo,60.10450068818546,FALSE,FALSE,FALSE,TRUE,PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.03966753368454306,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,0.25,LetItGo,20.4235630481675,FALSE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,0.5,LetItGo,13.953489157804636,FALSE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,0.75,LetItGo,8.242562082292515,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,1,LetItGo,4.056351544580573,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,1.25,LetItGo,1.7102886756640006,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,1.5,LetItGo,1.8105460684714039,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,1.75,LetItGo,3.9052700007738337,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,2,LetItGo,7.022976104895818,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
32,5,LetItGo,38.72702432858969,FALSE,FALSE,TRUE,TRUE,PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
33,0.25,LetItGo,18.79630699250489,FALSE,TRUE,TRUE,TRUE,PAST SALE,March-14-2019,Multi-Family (2-4 Unit),6643 Del Playa Dr,Goleta,CA,93117,1525000,5,4.5,SB/GOL SOUTH,NA,2707,1995,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6643-Del-Playa-Dr-93117/home/21574343,SBMLS,17-2247,Y,Y,34.409518,-119.8603273,"6643 Del Playa Dr, Goleta, CA",76250,6354.166666666667,6354.166666666667,baseline_5pct,14.02,58.221239227311194,0.05822123922731119,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
33,0.5,LetItGo,12.464451177358875,FALSE,TRUE,TRUE,TRUE,PAST SALE,March-14-2019,Multi-Family (2-4 Unit),6643 Del Playa Dr,Goleta,CA,93117,1525000,5,4.5,SB/GOL SOUTH,NA,2707,1995,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6643-Del-Playa-Dr-93117/home/21574343,SBMLS,17-2247,Y,Y,34.409518,-119.8603273,"6643 Del Playa Dr, Goleta, CA",76250,6354.166666666667,6354.166666666667,baseline_5pct,14.02,58.221239227311194,0.05822123922731119,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
33,0.75,LetItGo,6.864939731495168,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-14-2019,Multi-Family (2-4 Unit),6643 Del Playa Dr,Goleta,CA,93117,1525000,5,4.5,SB/GOL SOUTH,NA,2707,1995,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6643-Del-Playa-Dr-93117/home/21574343,SBMLS,17-2247,Y,Y,34.409518,-119.8603273,"6643 Del Playa Dr, Goleta, CA",76250,6354.166666666667,6354.166666666667,baseline_5pct,14.02,58.221239227311194,0.05822123922731119,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
33,1,LetItGo,2.90476767341288,TRUE,TRUE,TRUE,TRUE,PAST SALE,March-14-2019,Multi-Family (2-4 Unit),6643 Del Playa Dr,Goleta,CA,93117,1525000,5,4.5,SB/GOL SOUTH,NA,2707,1995,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6643-Del-Playa-Dr-93117/home/21574343,SBMLS,17-2247,Y,Y,34.409518,-119.8603273,"6643 Del Playa Dr, Goleta, CA",76250,6354.166666666667,6354.166666666667,baseline_5pct,14.02,58.221239227311194,0.05822123922731119,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
